,ID,Date,League,GT1,GT2,T1ID,T2ID
4132,19929,2020-02-15,Regionalliga Ost Herren,5,7,83,60
4133,19413,2020-02-15,Herren Großfeld Regionalliga,4,8,162,126
4134,19412,2020-02-15,Herren Großfeld Regionalliga,3,14,222,44
4135,20115,2020-02-15,Verbandsliga Ost Herren St. 1,2,13,15,205
4136,20116,2020-02-15,Verbandsliga Ost Herren St. 1,4,8,179,211
4137,18655,2020-02-15,Regionalliga NRW Herren,0,2,122,27
4138,18654,2020-02-15,Regionalliga NRW Herren,5,5,122,33
4139,18653,2020-02-15,Regionalliga NRW Herren,3,2,16,27
4140,18620,2020-02-15,Jamasi Regionalliga Nordwest Herren,6,7,68,195
4141,18619,2020-02-15,Jamasi Regionalliga Nordwest Herren,13,19,71,76
4142,18001,2020-02-15,Herren Großfeld Regionalliga Nord,6,9,23,149
4143,18002,2020-02-15,Herren Großfeld Regionalliga Nord,10,12,175,187
4144,18003,2020-02-15,Herren Großfeld Regionalliga Nord,3,2,39,5
4145,18166,2020-02-15,Herren Großfeld Verbandsliga Nord,11,0,101,150
4146,18165,2020-02-15,Herren Großfeld Verbandsliga Nord,14,4,164,182
4147,18164,2020-02-15,Herren Großfeld Verbandsliga Nord,7,10,93,168
4148,19414,2020-02-15,Herren Großfeld Regionalliga,3,6,144,152
4149,19415,2020-02-15,Herren Großfeld Regionalliga,22,0,75,134
4150,18656,2020-02-15,Regionalliga NRW Herren,4,5,33,16
4151,17673,2020-02-15,1. FBL,5,4,48,11
4152,17672,2020-02-15,1. FBL,5,6,26,217
4153,19930,2020-02-15,Regionalliga Ost Herren,3,11,98,178
4154,17671,2020-02-15,1. FBL,7,6,97,38
4155,17670,2020-02-15,1. FBL,8,7,197,80
4156,19931,2020-02-16,Regionalliga Ost Herren,9,5,208,200
4157,17676,2020-02-16,1. FBL,6,5,217,197
4158,17675,2020-02-16,1. FBL,3,2,38,11
4159,17674,2020-02-16,1. FBL,13,3,203,158
4160,18750,2020-02-16,Verbandsliga NRW Herren,2,10,28,22
4161,18749,2020-02-16,Verbandsliga NRW Herren,3,4,28,140
4162,18748,2020-02-16,Verbandsliga NRW Herren,4,5,22,140
4163,18621,2020-02-16,Jamasi Regionalliga Nordwest Herren,3,4,69,3
4164,19932,2020-02-16,Regionalliga Ost Herren,10,6,49,213
4165,18622,2020-02-16,Jamasi Regionalliga Nordwest Herren,3,9,193,85
4166,18562,2020-02-16,Regionalliga Süd Herren GF Staffel Bayern,5,2,77,192
4167,18563,2020-02-16,Regionalliga Süd Herren GF Staffel Bayern,5,4,46,86
4168,18564,2020-02-16,Regionalliga Süd Herren GF Staffel Bayern,2,4,219,113
4169,19935,2020-02-22,Regionalliga Ost Herren,3,8,83,213
4170,19934,2020-02-22,Regionalliga Ost Herren,8,4,60,49
4171,20137,2020-02-22,Verbandsliga Ost Herren St. 2,4,5,212,10
4172,20138,2020-02-22,Verbandsliga Ost Herren St. 2,8,3,43,161
4173,18566,2020-02-22,Regionalliga Süd Herren GF Staffel Bayern,9,8,77,113
4174,18567,2020-02-22,Regionalliga Süd Herren GF Staffel Bayern,5,6,219,192
4175,17677,2020-02-22,1. FBL,13,4,80,26
4176,17678,2020-02-22,1. FBL,6,7,158,97
4177,17679,2020-02-22,1. FBL,8,5,217,203
4178,19936,2020-02-22,Regionalliga Ost Herren,15,1,208,98
4179,17680,2020-02-22,1. FBL,7,5,38,48
4180,17963,2020-02-22,2. FBL Süd/Ost,11,6,99,31
4181,17757,2020-02-22,2. FBL Nord/West,17,1,19,20
4182,17758,2020-02-22,2. FBL Nord/West,8,7,4,194
4183,19933,2020-02-22,Regionalliga Ost Herren,3,24,200,178
4184,21124,2020-02-22,Herren GF Playoffs,2,10,56,54
4185,17961,2020-02-22,2. FBL Süd/Ost,6,5,105,45
4186,21123,2020-02-22,Herren GF Playoffs,5,7,176,64
4187,19416,2020-02-22,Herren Großfeld Regionalliga,22,1,44,144
4188,19417,2020-02-22,Herren Großfeld Regionalliga,5,8,126,222
4189,19419,2020-02-22,Herren Großfeld Regionalliga,7,5,152,134
4190,17962,2020-02-22,2. FBL Süd/Ost,3,2,90,210
4191,17964,2020-02-23,2. FBL Süd/Ost,6,5,207,31
4192,17759,2020-02-23,2. FBL Nord/West,7,17,71,174
4193,18173,2020-02-23,Herren Großfeld Verbandsliga Nord,1,7,40,182
4194,18170,2020-02-23,Herren Großfeld Verbandsliga Nord,20,3,101,168
4195,19982,2020-02-23,Regionalliga Süd: Staffel BW,6,5,209,165
4196,17681,2020-02-23,1. FBL,5,6,11,197
4197,18004,2020-02-23,Herren Großfeld Regionalliga Nord,8,8,175,39
4198,18006,2020-02-23,Herren Großfeld Regionalliga Nord,5,6,187,23
4199,18178,2020-02-23,Herren Großfeld Verbandsliga Nord,3,6,93,164
4200,21125,2020-02-23,Herren GF Playoffs,6,9,64,176
4201,21126,2020-02-23,Herren GF Playoffs,10,5,54,56
4202,19983,2020-02-23,Regionalliga Süd: Staffel BW,10,5,24,183
4203,18005,2020-02-23,Herren Großfeld Regionalliga Nord,3,22,5,149
4204,17756,2020-02-28,2. FBL Nord/West,4,6,20,32
4205,18623,2020-02-29,Jamasi Regionalliga Nordwest Herren,4,19,85,68
4206,17966,2020-02-29,2. FBL Süd/Ost,12,9,45,31
4207,17965,2020-02-29,2. FBL Süd/Ost,8,5,90,105
4208,17683,2020-02-29,1. FBL,5,4,97,217
4209,18624,2020-02-29,Jamasi Regionalliga Nordwest Herren,11,4,71,3
4210,17967,2020-02-29,2. FBL Süd/Ost,8,5,210,155
4211,17684,2020-02-29,1. FBL,6,6,203,80
4212,20118,2020-02-29,Verbandsliga Ost Herren St. 1,10,7,55,15
4213,20117,2020-02-29,Verbandsliga Ost Herren St. 1,6,8,202,205
4214,19938,2020-02-29,Regionalliga Ost Herren,8,1,200,60
4215,17682,2020-02-29,1. FBL,7,6,158,38
4216,19420,2020-02-29,Herren Großfeld Regionalliga,2,18,134,44
4217,19421,2020-02-29,Herren Großfeld Regionalliga,1,20,222,75
4218,19422,2020-02-29,Herren Großfeld Regionalliga,6,9,144,126
4219,19423,2020-02-29,Herren Großfeld Regionalliga,7,16,162,152
4220,17760,2020-02-29,2. FBL Nord/West,9,6,174,4
4221,17686,2020-02-29,1. FBL,5,4,197,48
4222,17685,2020-02-29,1. FBL,5,4,26,11
4223,19937,2020-02-29,Regionalliga Ost Herren,1,7,98,213
4224,17968,2020-03-01,2. FBL Süd/Ost,4,6,207,99
4225,18625,2020-03-01,Jamasi Regionalliga Nordwest Herren,18,0,76,69
4226,18626,2020-03-01,Jamasi Regionalliga Nordwest Herren,0,5,193,195
4227,19939,2020-03-01,Regionalliga Ost Herren,0,20,208,178
4228,17762,2020-03-01,2. FBL Nord/West,5,4,32,4
4229,19940,2020-03-01,Regionalliga Ost Herren,8,5,83,49
4230,17761,2020-03-01,2. FBL Nord/West,6,11,20,71
4231,19418,2020-03-02,Herren Großfeld Regionalliga,12,0,75,162
4232,21156,2020-03-07,Herren Großfeld Regionalliga Playoffs OST,4,3,75,83
4233,21155,2020-03-07,Herren Großfeld Regionalliga Playoffs OST,3,11,44,49
4234,17688,2020-03-07,1. FBL,3,5,11,203
4235,17689,2020-03-07,1. FBL,5,4,217,158
4236,17763,2020-03-07,2. FBL Nord/West,8,3,194,32
4237,20119,2020-03-07,Verbandsliga Ost Herren St. 1,7,4,179,15
4238,20120,2020-03-07,Verbandsliga Ost Herren St. 1,9,6,211,202
4239,20139,2020-03-07,Verbandsliga Ost Herren St. 2,2,12,214,10
4240,17687,2020-03-07,1. FBL,9,8,197,38
4241,18568,2020-03-07,Regionalliga Süd Herren GF Staffel Bayern,11,3,86,192
4242,17969,2020-03-07,2. FBL Süd/Ost,6,7,105,207
4243,17970,2020-03-07,2. FBL Süd/Ost,7,8,155,45
4244,17971,2020-03-07,2. FBL Süd/Ost,5,4,99,90
4245,20140,2020-03-07,Verbandsliga Ost Herren St. 2,12,8,161,212
4246,18569,2020-03-07,Regionalliga Süd Herren GF Staffel Bayern,5,6,77,219
4247,18570,2020-03-07,Regionalliga Süd Herren GF Staffel Bayern,1,8,47,46
4248,21164,2020-03-08,Playoffs Regionalliga Ost Herren (VF),10,2,213,152
4249,21163,2020-03-08,Playoffs Regionalliga Ost Herren (VF),13,2,178,126
4250,18629,2020-03-08,Jamasi Regionalliga Nordwest Herren,21,4,85,69
4251,17690,2020-03-08,1. FBL,6,7,48,26
4252,17691,2020-03-08,1. FBL,19,4,80,97
4253,18627,2020-03-08,Jamasi Regionalliga Nordwest Herren,27,1,195,71
4254,18630,2020-03-08,Jamasi Regionalliga Nordwest Herren,9,0,76,193
4255,17972,2020-03-08,2. FBL Süd/Ost,3,4,31,210
4256,18628,2020-03-08,Jamasi Regionalliga Nordwest Herren,2,13,3,68
4257,18658,2020-03-08,Regionalliga NRW Herren,6,11,33,122
4258,18659,2020-03-08,Regionalliga NRW Herren,9,3,27,122
4259,18660,2020-03-08,Regionalliga NRW Herren,1,3,16,1
4260,18657,2020-03-08,Regionalliga NRW Herren,7,7,27,33
4261,18662,2020-03-08,Regionalliga NRW Herren,2,1,159,1
4262,17765,2020-03-08,2. FBL Nord/West,4,10,71,19
4263,17764,2020-03-08,2. FBL Nord/West,8,6,4,20
4264,18661,2020-03-08,Regionalliga NRW Herren,14,4,159,16
4265,22403,2020-09-12,FD-Pokal Herren,2,14,18,45
4266,22164,2020-09-12,1. FBL,6,5,26,48
4267,22165,2020-09-12,1. FBL,8,9,158,197
4268,22166,2020-09-12,1. FBL,3,4,97,38
4269,22399,2020-09-12,FD-Pokal Herren,3,7,34,198
4270,22400,2020-09-12,FD-Pokal Herren,4,5,82,200
4271,22401,2020-09-12,FD-Pokal Herren,1,3,100,1
4272,22402,2020-09-12,FD-Pokal Herren,5,13,89,64
4273,22163,2020-09-12,1. FBL,3,10,11,203
4274,22414,2020-09-12,FD-Pokal Herren,12,6,210,4
4275,22406,2020-09-12,FD-Pokal Herren,4,3,105,76
4276,22407,2020-09-12,FD-Pokal Herren,5,4,195,202
4277,22408,2020-09-12,FD-Pokal Herren,7,4,60,175
4278,22409,2020-09-12,FD-Pokal Herren,4,7,170,85
4279,22410,2020-09-12,FD-Pokal Herren,7,3,207,31
4280,22411,2020-09-12,FD-Pokal Herren,4,3,56,42
4281,22412,2020-09-12,FD-Pokal Herren,8,5,178,90
4282,22413,2020-09-12,FD-Pokal Herren,5,20,15,71
4283,22405,2020-09-12,FD-Pokal Herren,3,23,152,20
4284,22162,2020-09-12,1. FBL,3,11,19,80
4285,22404,2020-09-12,FD-Pokal Herren,5,16,150,66
4286,22415,2020-09-13,FD-Pokal Herren,3,5,142,213
4287,22424,2020-09-13,FD-Pokal Herren,11,8,68,41
4288,22423,2020-09-13,FD-Pokal Herren,4,7,193,132
4289,22425,2020-09-13,FD-Pokal Herren,3,6,93,114
4290,22421,2020-09-13,FD-Pokal Herren,4,5,10,211
4291,22420,2020-09-13,FD-Pokal Herren,13,2,12,55
4292,22419,2020-09-13,FD-Pokal Herren,0,16,27,159
4293,22422,2020-09-13,FD-Pokal Herren,9,7,166,54
4294,22418,2020-09-13,FD-Pokal Herren,17,4,208,84
4295,22417,2020-09-13,FD-Pokal Herren,3,5,151,194
4296,22416,2020-09-13,FD-Pokal Herren,2,17,49,174
4297,22426,2020-09-13,FD-Pokal Herren,5,2,5,3
4298,22343,2020-09-19,2. FBL Süd/West,1,18,155,31
4299,21511,2020-09-19,2. FBL Ost,8,4,210,105
4300,22217,2020-09-19,2. FBL Nord/West,12,6,194,4
4301,22216,2020-09-19,2. FBL Nord/West,8,7,71,32
4302,22173,2020-09-19,1. FBL,8,4,197,217
4303,22172,2020-09-19,1. FBL,7,15,99,38
4304,22171,2020-09-19,1. FBL,1,13,97,80
4305,22170,2020-09-19,1. FBL,11,6,26,158
4306,22169,2020-09-19,1. FBL,4,4,11,48
4307,22168,2020-09-19,1. FBL,3,8,19,203
4308,21509,2020-09-19,2. FBL Ost,11,9,90,213
4309,22357,2020-09-19,Regionalliga Ost Herren,9,3,200,49
4310,22356,2020-09-19,Regionalliga Ost Herren,15,5,208,212
4311,21726,2020-09-19,Verbandsliga Ost Herren St. 2,5,7,202,15
4312,21725,2020-09-19,Verbandsliga Ost Herren St. 2,4,6,91,211
4313,21610,2020-09-19,Jamasi Regionalliga Nordwest Herren,11,3,170,193
4314,21608,2020-09-19,Jamasi Regionalliga Nordwest Herren,8,1,72,195
4315,21695,2020-09-19,Verbandsliga Ost Herren St. 1,5,4,161,215
4316,21609,2020-09-19,Jamasi Regionalliga Nordwest Herren,7,4,3,68
4317,21696,2020-09-19,Verbandsliga Ost Herren St. 1,5,6,89,100
4318,22176,2020-09-20,1. FBL,13,5,203,97
4319,22175,2020-09-20,1. FBL,5,12,197,26
4320,22174,2020-09-20,1. FBL,11,3,48,99
4321,22486,2020-09-26,Regionalliga Süd Herren GF Staffel Bayern,4,7,192,86
4322,22484,2020-09-26,Regionalliga Süd Herren GF Staffel Bayern,12,16,87,219
4323,22345,2020-09-26,2. FBL Süd/West,5,10,45,46
4324,22358,2020-09-26,Regionalliga Ost Herren,8,4,205,208
4325,22359,2020-09-26,Regionalliga Ost Herren,6,5,60,82
4326,21556,2020-09-26,Herren GF Regionalliga Hessen,8,5,54,78
4327,21555,2020-09-26,Herren GF Regionalliga Hessen,5,12,56,176
4328,21554,2020-09-26,Herren GF Regionalliga Hessen,3,21,84,64
4329,22219,2020-09-26,2. FBL Nord/West,10,15,4,71
4330,22218,2020-09-26,2. FBL Nord/West,6,5,76,194
4331,22182,2020-09-26,1. FBL,6,3,158,99
4332,21512,2020-09-26,2. FBL Ost,9,7,105,41
4333,22181,2020-09-26,1. FBL,7,8,197,38
4334,22177,2020-09-26,1. FBL,6,2,80,48
4335,22178,2020-09-26,1. FBL,11,2,26,11
4336,22180,2020-09-26,1. FBL,5,6,97,19
4337,22179,2020-09-26,1. FBL,9,4,203,217
4338,22609,2020-09-26,FD-Pokal Herren,7,5,77,183
4339,21513,2020-09-26,2. FBL Ost,6,2,178,210
4340,22360,2020-09-27,Regionalliga Ost Herren,4,13,212,49
4341,22361,2020-09-27,Regionalliga Ost Herren,1,6,208,200
4342,21272,2020-09-27,Herren Großfeld Regionalliga Nord,4,18,148,39
4343,21271,2020-09-27,Herren Großfeld Regionalliga Nord,1,18,101,66
4344,21270,2020-09-27,Herren Großfeld Regionalliga Nord,5,2,150,5
4345,21269,2020-09-27,Herren Großfeld Regionalliga Nord,7,8,23,175
4346,21178,2020-09-27,Herren Großfeld Verbandsliga Nord,18,2,93,102
4347,21177,2020-09-27,Herren Großfeld Verbandsliga Nord,7,3,164,182
4348,21514,2020-09-27,2. FBL Ost,2,18,213,207
4349,22610,2020-09-27,FD-Pokal Herren,8,7,46,32
4350,21176,2020-09-27,Herren Großfeld Verbandsliga Nord,9,4,151,40
4351,22183,2020-09-27,1. FBL,5,2,158,11
4352,22184,2020-09-27,1. FBL,12,7,80,217
4353,22346,2020-10-03,2. FBL Süd/West,13,1,46,155
4354,21181,2020-10-03,Herren Großfeld Verbandsliga Nord,9,4,93,168
4355,21182,2020-10-03,Herren Großfeld Verbandsliga Nord,0,8,102,182
4356,22220,2020-10-03,2. FBL Nord/West,4,2,32,76
4357,22221,2020-10-03,2. FBL Nord/West,12,7,194,71
4358,21273,2020-10-03,Herren Großfeld Regionalliga Nord,4,8,5,175
4359,21274,2020-10-03,Herren Großfeld Regionalliga Nord,13,0,66,23
4360,21275,2020-10-03,Herren Großfeld Regionalliga Nord,5,4,150,39
4361,21276,2020-10-03,Herren Großfeld Regionalliga Nord,3,1,148,101
4362,22347,2020-10-03,2. FBL Süd/West,8,12,45,31
4363,23135,2020-10-03,Regionalliga Süd Herren GF Staffel Bayern,0,11,47,77
4364,22255,2020-10-03,1. FBL,5,7,11,80
4365,22256,2020-10-03,1. FBL,9,10,217,26
4366,21557,2020-10-03,Herren GF Regionalliga Hessen,17,4,56,84
4367,22363,2020-10-03,Regionalliga Ost Herren,1,11,212,60
4368,22362,2020-10-03,Regionalliga Ost Herren,6,7,82,205
4369,21612,2020-10-03,Jamasi Regionalliga Nordwest Herren,7,4,128,3
4370,21697,2020-10-03,Verbandsliga Ost Herren St. 1,6,3,100,161
4371,21698,2020-10-03,Verbandsliga Ost Herren St. 1,4,6,214,10
4372,21558,2020-10-03,Herren GF Regionalliga Hessen,10,3,64,166
4373,21559,2020-10-03,Herren GF Regionalliga Hessen,6,3,176,54
4374,21515,2020-10-03,2. FBL Ost,14,1,207,90
4375,22718,2020-10-04,Regionalliga NRW Herren,4,8,20,27
4376,22717,2020-10-04,Regionalliga NRW Herren,8,5,33,1
4377,22611,2020-10-04,FD-Pokal Herren,8,3,176,205
4378,23187,2020-10-04,Regionalliga Süd: Staffel BW,4,3,24,142
4379,22259,2020-10-04,1. FBL,7,6,203,38
4380,21728,2020-10-04,Verbandsliga Ost Herren St. 2,10,7,91,202
4381,21517,2020-10-04,2. FBL Ost,3,4,213,210
4382,21613,2020-10-04,Jamasi Regionalliga Nordwest Herren,10,4,68,85
4383,21614,2020-10-04,Jamasi Regionalliga Nordwest Herren,3,7,193,195
4384,21615,2020-10-04,Jamasi Regionalliga Nordwest Herren,6,11,69,72
4385,21727,2020-10-04,Verbandsliga Ost Herren St. 2,2,10,55,179
4386,21516,2020-10-04,2. FBL Ost,2,14,41,178
4387,23186,2020-10-04,Regionalliga Süd: Staffel BW,7,6,183,209
4388,22260,2020-10-04,1. FBL,10,6,99,19
4389,22257,2020-10-04,1. FBL,6,7,158,48
4390,23482,2020-10-10,FD-Pokal Herren,10,5,19,105
4391,23488,2020-10-10,FD-Pokal Herren,8,4,38,71
4392,23487,2020-10-10,FD-Pokal Herren,4,9,1,64
4393,23486,2020-10-10,FD-Pokal Herren,10,3,60,198
4394,23485,2020-10-10,FD-Pokal Herren,6,9,159,174
4395,23481,2020-10-10,FD-Pokal Herren,2,20,68,80
4396,23480,2020-10-10,FD-Pokal Herren,1,27,172,26
4397,23484,2020-10-10,FD-Pokal Herren,2,5,200,207
4398,23483,2020-10-10,FD-Pokal Herren,12,2,194,132
4399,23490,2020-10-11,FD-Pokal Herren,0,10,208,217
4400,23491,2020-10-11,FD-Pokal Herren,14,6,219,45
4401,23492,2020-10-11,FD-Pokal Herren,2,18,56,48
4402,23493,2020-10-11,FD-Pokal Herren,6,7,67,46
4403,23495,2020-10-11,FD-Pokal Herren,2,26,166,203
4404,23496,2020-10-11,FD-Pokal Herren,15,5,20,190
4405,23497,2020-10-11,FD-Pokal Herren,6,8,85,66
4406,23494,2020-10-11,FD-Pokal Herren,4,11,5,178
4407,23499,2020-10-11,FD-Pokal Herren,9,1,77,211
4408,23500,2020-10-11,FD-Pokal Herren,3,19,155,158
4409,23502,2020-10-11,FD-Pokal Herren,6,5,213,176
4410,23190,2020-10-17,Regionalliga Süd: Staffel BW,5,4,209,165
4411,22723,2020-10-17,Verbandsliga NRW Herren,8,6,21,2
4412,22366,2020-10-17,Regionalliga Ost Herren,4,9,82,200
4413,22365,2020-10-17,Regionalliga Ost Herren,7,7,60,205
4414,22726,2020-10-17,Verbandsliga NRW Herren,0,9,28,92
4415,22720,2020-10-18,Regionalliga NRW Herren,4,1,159,1
4416,23772,2020-10-24,Herren Großfeld Regionalliga,6,4,103,34
4417,23773,2020-10-24,Herren Großfeld Regionalliga,4,5,12,13
4418,23774,2020-10-24,Herren Großfeld Regionalliga,10,0,152,138
4419,21518,2020-10-24,2. FBL Ost,4,8,90,210
4420,22368,2020-10-24,Regionalliga Ost Herren,3,2,49,208
4421,21519,2020-10-24,2. FBL Ost,14,6,178,105
4422,22349,2020-10-25,2. FBL Süd/West,6,11,155,45
4423,22269,2020-10-25,1. FBL,7,8,99,97
4424,21734,2020-10-25,Verbandsliga Ost Herren St. 2,7,8,15,179
4425,21733,2020-10-25,Verbandsliga Ost Herren St. 2,6,3,211,55
4426,21700,2020-10-25,Verbandsliga Ost Herren St. 1,5,4,215,214
4427,21699,2020-10-25,Verbandsliga Ost Herren St. 1,8,7,10,89
4428,23849,2021-07-17,Playoffs zum Aufstieg in die Regionalliga Ost Herren,4,7,15,100
4429,23850,2021-07-24,Playoffs zum Aufstieg in die Regionalliga Ost Herren,9,3,100,15
4430,24304,2021-08-29,FD-Pokal Herren,9,0,68,132
4431,24175,2021-09-11,2. FBL Süd/West,7,10,45,36
4432,24698,2021-09-11,Verbandsliga Ost Herren,8,4,10,89
4433,24697,2021-09-11,Verbandsliga Ost Herren,8,3,214,215
4434,24106,2021-09-11,2. FBL Nord/West,8,6,194,71
4435,24207,2021-09-11,Regionalliga Ost Herren,5,16,212,60
4436,24428,2021-09-11,1. FBL Herren,5,6,197,203
4437,24426,2021-09-11,1. FBL Herren,13,4,80,158
4438,24206,2021-09-11,Regionalliga Ost Herren,6,3,49,200
4439,24427,2021-09-11,1. FBL Herren,7,9,19,38
4440,24303,2021-09-11,Regionalliga Ost Herren,6,9,205,100
4441,23981,2021-09-11,Verbandsliga Nordwest Herren,3,6,193,128
4442,23999,2021-09-11,2. FBL Ost,3,6,90,207
4443,23980,2021-09-11,Verbandsliga Nordwest Herren,8,2,170,69
4444,24107,2021-09-12,2. FBL Nord/West,19,10,66,4
4445,24000,2021-09-12,2. FBL Ost,5,8,41,178
4446,24041,2021-09-12,RL West (Hessen) Herren GF,12,0,64,54
4447,24042,2021-09-12,RL West (Hessen) Herren GF,13,8,176,56
4448,24043,2021-09-12,RL West (Hessen) Herren GF,12,2,225,228
4449,24044,2021-09-12,RL West (Hessen) Herren GF,5,26,226,166
4450,24001,2021-09-12,2. FBL Ost,6,4,213,105
4451,24699,2021-09-12,Verbandsliga Ost Herren,9,4,179,15
4452,24700,2021-09-12,Verbandsliga Ost Herren,5,7,91,211
4453,24208,2021-09-12,Regionalliga Ost Herren,2,5,208,223
4454,24176,2021-09-12,2. FBL Süd/West,6,16,183,174
4455,24431,2021-09-12,1. FBL Herren,5,8,11,97
4456,24430,2021-09-12,1. FBL Herren,4,6,48,26
4457,24429,2021-09-12,1. FBL Herren,6,5,99,217
4458,23979,2021-09-12,Jamasi Regionalliga Nordwest Herren,5,1,195,3
4459,23978,2021-09-12,Jamasi Regionalliga Nordwest Herren,13,8,85,72
4460,24108,2021-09-12,2. FBL Nord/West,6,7,20,32
4461,24939,2021-09-18,FD-Pokal Herren,8,10,128,202
4462,24938,2021-09-18,FD-Pokal Herren,7,9,39,4
4463,24937,2021-09-18,FD-Pokal Herren,1,6,195,85
4464,24933,2021-09-18,FD-Pokal Herren,2,9,101,211
4465,24935,2021-09-18,FD-Pokal Herren,6,7,45,54
4466,24934,2021-09-18,FD-Pokal Herren,1,9,77,210
4467,24936,2021-09-18,FD-Pokal Herren,9,10,219,46
4468,24932,2021-09-18,FD-Pokal Herren,9,14,41,71
4469,24432,2021-09-18,1. FBL Herren,8,4,97,19
4470,24433,2021-09-18,1. FBL Herren,6,4,80,99
4471,24437,2021-09-19,1. FBL Herren,9,7,11,197
4472,24944,2021-09-19,FD-Pokal Herren,12,3,176,183
4473,24942,2021-09-19,FD-Pokal Herren,1,22,93,76
4474,24941,2021-09-19,FD-Pokal Herren,10,2,12,3
4475,24940,2021-09-19,FD-Pokal Herren,0,29,18,207
4476,24943,2021-09-19,FD-Pokal Herren,3,9,10,205
4477,24435,2021-09-19,1. FBL Herren,4,5,217,48
4478,24434,2021-09-19,1. FBL Herren,11,10,203,158
4479,24436,2021-09-19,1. FBL Herren,4,6,26,38
4480,24439,2021-09-25,1. FBL Herren,6,4,197,97
4481,24945,2021-09-25,FD-Pokal Herren,21,0,200,215
4482,24442,2021-09-25,1. FBL Herren,8,4,203,217
4483,24441,2021-09-25,1. FBL Herren,7,4,80,26
4484,24440,2021-09-25,1. FBL Herren,3,10,99,38
4485,24438,2021-09-25,1. FBL Herren,10,4,19,11
4486,24955,2021-09-26,FD-Pokal Herren,4,14,36,174
4487,24954,2021-09-26,FD-Pokal Herren,9,2,68,15
4488,24953,2021-09-26,FD-Pokal Herren,6,7,20,178
4489,24952,2021-09-26,FD-Pokal Herren,11,7,151,60
4490,24951,2021-09-26,FD-Pokal Herren,7,2,192,159
4491,24957,2021-09-26,FD-Pokal Herren,5,4,213,32
4492,24949,2021-09-26,FD-Pokal Herren,3,20,193,66
4493,24948,2021-09-26,FD-Pokal Herren,4,15,198,90
4494,24956,2021-09-26,FD-Pokal Herren,7,3,100,49
4495,24443,2021-09-26,1. FBL Herren,15,4,48,158
4496,24950,2021-09-26,FD-Pokal Herren,7,2,56,42
4497,24002,2021-10-02,2. FBL Ost,6,7,105,41
4498,24211,2021-10-02,Regionalliga Ost Herren,2,4,60,208
4499,24047,2021-10-02,RL West (Hessen) Herren GF,1,17,228,56
4500,25079,2021-10-02,Herren Großfeld Regionalliga,4,1,103,224
4501,25089,2021-10-02,Jamasi Regionalliga Nordwest Herren,3,6,72,3
4502,25088,2021-10-02,Jamasi Regionalliga Nordwest Herren,6,4,68,195
4503,25081,2021-10-02,Herren Großfeld Regionalliga,7,3,12,34
4504,24447,2021-10-02,1. FBL Herren,10,1,26,11
4505,24446,2021-10-02,1. FBL Herren,3,8,97,48
4506,24445,2021-10-02,1. FBL Herren,4,7,38,203
4507,24444,2021-10-02,1. FBL Herren,5,4,19,197
4508,25078,2021-10-02,Herren Großfeld Regionalliga,6,7,152,222
4509,24046,2021-10-02,RL West (Hessen) Herren GF,5,6,166,64
4510,24045,2021-10-02,RL West (Hessen) Herren GF,9,4,176,54
4511,24701,2021-10-02,Verbandsliga Ost Herren,7,4,179,89
4512,24702,2021-10-02,Verbandsliga Ost Herren,4,5,15,211
4513,24109,2021-10-02,2. FBL Nord/West,6,3,32,4
4514,24110,2021-10-02,2. FBL Nord/West,10,2,76,20
4515,24111,2021-10-02,2. FBL Nord/West,5,6,194,66
4516,24210,2021-10-02,Regionalliga Ost Herren,6,3,200,223
4517,24048,2021-10-02,RL West (Hessen) Herren GF,6,7,226,225
4518,24703,2021-10-03,Verbandsliga Ost Herren,5,6,215,91
4519,24704,2021-10-03,Verbandsliga Ost Herren,1,5,214,10
4520,24448,2021-10-03,1. FBL Herren,6,5,217,80
4521,24449,2021-10-03,1. FBL Herren,5,3,158,99
4522,24213,2021-10-03,Regionalliga Ost Herren,1,11,212,205
4523,24177,2021-10-03,2. FBL Süd/West,3,2,174,46
4524,24004,2021-10-03,2. FBL Ost,6,8,178,210
4525,25236,2021-10-03,Regionalliga Großfeld,4,5,122,27
4526,25256,2021-10-03,Regionalliga Süd Herren GF Staffel Bayern,4,17,47,192
4527,25255,2021-10-03,Regionalliga Süd Herren GF Staffel Bayern,5,9,219,77
4528,25237,2021-10-03,Regionalliga Großfeld,2,3,159,1
4529,25235,2021-10-03,Regionalliga Großfeld,2,5,122,1
4530,25234,2021-10-03,Regionalliga Großfeld,2,5,159,27
4531,24049,2021-10-03,RL West (Hessen) Herren GF,19,7,64,225
4532,24050,2021-10-03,RL West (Hessen) Herren GF,17,0,56,226
4533,24051,2021-10-03,RL West (Hessen) Herren GF,4,7,54,166
4534,24052,2021-10-03,RL West (Hessen) Herren GF,0,25,228,176
4535,24003,2021-10-03,2. FBL Ost,18,4,207,213
4536,24007,2021-10-09,2. FBL Ost,11,3,210,105
4537,25258,2021-10-09,Regionalliga Süd Herren GF Staffel Bayern,6,7,77,219
4538,24450,2021-10-09,1. FBL Herren,7,8,80,203
4539,24006,2021-10-09,2. FBL Ost,5,9,41,207
4540,24005,2021-10-09,2. FBL Ost,8,7,90,213
4541,24178,2021-10-09,2. FBL Süd/West,7,8,46,183
4542,24112,2021-10-09,2. FBL Nord/West,10,4,4,194
